"pair","type","Only_Related_cosine","DifferenceScore_cosine","Related_score_cosine","Unrelated_score_cosine","Only_Related_API","DifferenceScore_API","Related_score_API","Unrelated_score_API"
"refugee-up","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"refuse-high","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"cough-fever","related",0.377429195905162,NA,NA,NA,0.741,NA,NA,NA
"paranoid-maid","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"see-meet","related",0.493533249580562,NA,NA,NA,0.3505,NA,NA,NA
"horror-believe","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"speech-full","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"catholic-christian","related",0.632467165475093,NA,NA,NA,0.8365,NA,NA,NA
"observation-evaluation","related",0.618649435175377,NA,NA,NA,0.7265,NA,NA,NA
"paint-adrenaline","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"cinema-easy","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"command-bird","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"smoke-cigar","related",0.509846170394697,NA,NA,NA,0.8385,NA,NA,NA
"wonderful-fantastic","related",0.695473855374984,NA,NA,NA,0.9105,NA,NA,NA
"demand-request","related",0.655008945164093,NA,NA,NA,0.8375,NA,NA,NA
"cream-sauce","related",0.336841195856206,NA,NA,NA,0.623,NA,NA,NA
"golf-committee","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"divorce-dangerous","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"tomorrow-morning","related",0.442572331727679,NA,NA,NA,0.627,NA,NA,NA
"smoke-possibility","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"simply-simple","related",0.633770630091364,NA,NA,NA,0.589,NA,NA,NA
"antidote-october","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"administration-government","related",0.63268409146087,NA,NA,NA,0.857,NA,NA,NA
"hunger-scientist","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"rescue-sniper","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"robot-usually","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"freedom-deaf","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"network-system","related",0.505933453919391,NA,NA,NA,0.834,NA,NA,NA
"temple-star","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"patient-fish","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"underestimate-exaggerate","related",0.552946177445319,NA,NA,NA,0.6,NA,NA,NA
"milk-testimony","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"bishop-cardinal","related",0.404294800730906,NA,NA,NA,0.8645,NA,NA,NA
"rescue-save","related",0.41788785167556,NA,NA,NA,0.8545,NA,NA,NA
"soul-spirit","related",0.620396709960224,NA,NA,NA,0.875,NA,NA,NA
"safe-secure","related",0.80567872472594,NA,NA,NA,0.875,NA,NA,NA
"error-cheese","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"pistol-weapon","related",0.535042304885797,NA,NA,NA,0.9,NA,NA,NA
"september-perspective","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"enter-go","related",0.485399978233855,NA,NA,NA,0.589,NA,NA,NA
"charity-donation","related",0.647807067542967,NA,NA,NA,0.875,NA,NA,NA
"smash-female","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"slowly-quickly","related",0.584374479276653,NA,NA,NA,0.45,NA,NA,NA
"chemical-biological","related",0.402714073682301,NA,NA,NA,0.72,NA,NA,NA
"daughter-huge","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"little-small","related",0.69775102219817,NA,NA,NA,1,NA,NA,NA
"ignorance-alarm","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"portal-gate","related",0.568009913586232,NA,NA,NA,0.725,NA,NA,NA
"environment-love","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"legion-rotate","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"vagina-penis","related",0.554328563620285,NA,NA,NA,0.9,NA,NA,NA
"always-computer","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"picnic-feeling","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"shower-bathroom","related",0.573518132242854,NA,NA,NA,0.8425,NA,NA,NA
"dirty-disgusting","related",0.546231568196954,NA,NA,NA,0.825,NA,NA,NA
"baby-child","related",0.729628204226583,NA,NA,NA,0.9,NA,NA,NA
"banker-investor","related",0.558832440909894,NA,NA,NA,0.805,NA,NA,NA
"literally-detective","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"food-commissioner","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"brand-product","related",0.525939350688808,NA,NA,NA,0.8335,NA,NA,NA
"profile-ocean","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"realize-ministry","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"examine-yeah","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"generator-reactor","related",0.370560628475787,NA,NA,NA,0.709,NA,NA,NA
"clearly-actor","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"cover-crazy","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"monday-false","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"red-yellow","related",0.43840281575002,NA,NA,NA,0.75,NA,NA,NA
"active-deck","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"thin-priest","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"steal-hundred","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"revelation-vision","related",0.37020714395404,NA,NA,NA,0.579,NA,NA,NA
"right-left","related",0.6604153871061,NA,NA,NA,0.5,NA,NA,NA
"bishop-theater","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"taste-plastic","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"risk-danger","related",0.720843981957022,NA,NA,NA,0.8625,NA,NA,NA
"imagination-creativity","related",0.584493508436439,NA,NA,NA,0.8625,NA,NA,NA
"end-disappearance","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"replace-substitute","related",0.586467670164662,NA,NA,NA,0.885,NA,NA,NA
"fix-museum","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"drink-beer","related",0.567335250653717,NA,NA,NA,0.8725,NA,NA,NA
"daily-weekly","related",0.710107759094706,NA,NA,NA,0.775,NA,NA,NA
"manage-succeed","related",0.365560245506784,NA,NA,NA,0.517,NA,NA,NA
"robot-machine","related",0.582344331490914,NA,NA,NA,0.875,NA,NA,NA
"dry-wet","related",0.478857937567202,NA,NA,NA,0,NA,NA,NA
"thief-criminal","related",0.488207611653288,NA,NA,NA,0.9,NA,NA,NA
"country-nation","related",0.679364316104565,NA,NA,NA,0.9,NA,NA,NA
"poison-kill","related",0.43403308464046,NA,NA,NA,0.85,NA,NA,NA
"autopsy-strongly","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"cinnamon-vanilla","related",0.449595836450103,NA,NA,NA,0.7675,NA,NA,NA
"reflection-mirror","related",0.598877805192999,NA,NA,NA,0.85,NA,NA,NA
"blind-deaf","related",0.440092507212437,NA,NA,NA,0.7945,NA,NA,NA
"examination-inspection","related",0.577369180519154,NA,NA,NA,0.7575,NA,NA,NA
"cloth-tuesday","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"task-know","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"desk-office","related",0.670614267485376,NA,NA,NA,0.7945,NA,NA,NA
"crowd-samurai","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"english-french","related",0.456293349934473,NA,NA,NA,0.25,NA,NA,NA
"look-watch","related",0.608559806387455,NA,NA,NA,0.7565,NA,NA,NA
"girl-analysis","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"third-fourth","related",0.611279763858299,NA,NA,NA,0.107,NA,NA,NA
"table-concert","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"extremely-proof","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"hostage-prisoner","related",0.637999532520164,NA,NA,NA,0.815,NA,NA,NA
"red-director","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"reflection-chase","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"commercial-merchant","related",0.489477302389266,NA,NA,NA,0.8,NA,NA,NA
"optimistic-realistic","related",0.553234945937497,NA,NA,NA,0.317,NA,NA,NA
"adult-emperor","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"regiment-battalion","related",0.641043835207446,NA,NA,NA,0.85,NA,NA,NA
"talk-vampire","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"sad-tragic","related",0.449506730439272,NA,NA,NA,0.8375,NA,NA,NA
"kiss-hug","related",0.597365959109118,NA,NA,NA,0.8375,NA,NA,NA
"racist-communist","related",0.376257846550761,NA,NA,NA,0.2225,NA,NA,NA
"millionaire-entrepreneur","related",0.482348401036444,NA,NA,NA,0.7085,NA,NA,NA
"sexual-happen","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"extra-additional","related",0.736295914901183,NA,NA,NA,0.8625,NA,NA,NA
"kidnapper-ransom","related",0.484535364661431,NA,NA,NA,0.8545,NA,NA,NA
"noise-sound","related",0.635459026670774,NA,NA,NA,0.875,NA,NA,NA
"paint-draw","related",0.529551418416741,NA,NA,NA,0.734,NA,NA,NA
"suffering-pain","related",0.46029543694956,NA,NA,NA,0.9,NA,NA,NA
"character-sensitive","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"typical-three","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"ketchup-mayonnaise","related",0.497388645533383,NA,NA,NA,0.777,NA,NA,NA
"pretty-microscope","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"fresh-refresh","related",0.596473470441858,NA,NA,NA,0.475,NA,NA,NA
"task-mission","related",0.593316853723048,NA,NA,NA,0.8,NA,NA,NA
"hit-assumption","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"pyramid-compassion","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"prey-predator","related",0.682857433181177,NA,NA,NA,0.9,NA,NA,NA
"respect-professor","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"poor-inspection","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"occasionally-piece","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"confirmation-professional","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"vehicle-car","related",0.698593879265014,NA,NA,NA,0.95,NA,NA,NA
"fall-collapse","related",0.642173841661991,NA,NA,NA,0.7475,NA,NA,NA
"plant-flower","related",0.539941202820575,NA,NA,NA,0.875,NA,NA,NA
"snail-attack","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"caesar-rome","related",0.450146331641912,NA,NA,NA,0.862,NA,NA,NA
"heritage-inherit","related",0.528283498485604,NA,NA,NA,0.739,NA,NA,NA
"terminal-airport","related",0.402885916200379,NA,NA,NA,0.825,NA,NA,NA
"patience-hiv","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"reason-electricity","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"vein-artery","related",0.520710050916594,NA,NA,NA,0.8875,NA,NA,NA
"victim-faithful","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"madness-stupidity","related",0.487339921647405,NA,NA,NA,0.783,NA,NA,NA
"thousand-hundred","related",0.666766654185157,NA,NA,NA,0.922,NA,NA,NA
"practice-exercise","related",0.678292496456925,NA,NA,NA,0.8585,NA,NA,NA
"pirate-sailor","related",0.509017331193196,NA,NA,NA,0.8,NA,NA,NA
"theft-somewhere","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"narrow-wide","related",0.4136365810878,NA,NA,NA,0.25,NA,NA,NA
"cough-information","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"planet-speak","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"zoo-attitude","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"first-offend","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"paranoid-crazy","related",0.361067209055666,NA,NA,NA,0.721,NA,NA,NA
"nickname-surname","related",0.535422855548184,NA,NA,NA,0.777,NA,NA,NA
"commander-infection","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"progress-development","related",0.619429426565303,NA,NA,NA,0.875,NA,NA,NA
"insert-dead","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"madness-harbor","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"guarantee-promise","related",0.593223662078011,NA,NA,NA,0.83,NA,NA,NA
"river-dust","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"shop-store","related",0.608370556893195,NA,NA,NA,0.925,NA,NA,NA
"grandfather-vanilla","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"experience-tie","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"concern-mutation","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"result-outcome","related",0.808356388872075,NA,NA,NA,0.9,NA,NA,NA
"penalty-east","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"coal-oil","related",0.480121899542517,NA,NA,NA,0.825,NA,NA,NA
"husband-liberal","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"anatomy-investigate","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"bread-win","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"suffer-die","related",0.309376947425722,NA,NA,NA,0.775,NA,NA,NA
"poverty-message","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"dancer-biology","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"vehicle-faith","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"avenue-capitalism","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"blind-personality","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"spider-insect","related",0.515300860151156,NA,NA,NA,0.8,NA,NA,NA
"auction-sale","related",0.68994345877996,NA,NA,NA,0.8,NA,NA,NA
"fidelity-movie","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"answer-monastery","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"june-cruelty","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"positive-negative","related",0.730075754827677,NA,NA,NA,0,NA,NA,NA
"house-surgery","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"adult-parent","related",0.574545556724384,NA,NA,NA,0.777,NA,NA,NA
"enthusiasm-spend","unrelated",NA,NA,NA,NA,NA,NA,NA,NA
"anarchy-capitalism","related",0.332324608618272,NA,NA,NA,0.2415,NA,NA,NA
"dragon-lion","related",0.696509796789676,NA,NA,NA,0.3,NA,NA,NA
